# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Quranic Arabic Corpus (morphology, version 0.4)
#  Copyright (C) 2011 Kais Dukes
#  License: GNU General Public License
#
#  The Quranic Arabic Corpus includes syntactic and morphological
#  annotation of the Quran, and builds on the verified Arabic text
#  distributed by the Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this file, but CHANGING IT IS NOT ALLOWED.
#
#  - This annotation can be used in any website or application,
#    provided its source (the Quranic Arabic Corpus) is clearly
#    indicated, and a link is made to http://corpus.quran.com to enable
#    users to keep track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all works
#    derived from or containing substantial portion of this file.
#
#  Please check updates at: http://corpus.quran.com/download

# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Tanzil Quran Text (Uthmani, version 1.0.2)
#  Copyright (C) 2008-2009 Tanzil.info
#  License: Creative Commons BY-ND 3.0 Unported
#
#  This copy of quran text is carefully produced, highly
#  verified and continuously monitored by a group of specialists
#  at Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this text, but CHANGING IT IS NOT ALLOWED.
#
#  - This quran text can be used in any website or application,
#    provided its source (Tanzil.info) is clearly indicated, and
#    a link is made to http://tanzil.info to enable users to keep
#    track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all files
#    derived from or containing substantial portion of this text.
#
#  Please check updates at: http://tanzil.info/updates/
#
#====================================================================

LOCATION	FORM	TAG	FEATURES
(41:22:6:2)	kumo	PRON	SUFFIX|PRON:2MP
(41:22:7:1)	samoEu	N	STEM|POS:N|LEM:samoE|ROOT:smE|M|NOM
(41:22:7:2)	kumo	PRON	SUFFIX|PRON:2MP
(41:22:8:1)	wa	CONJ	PREFIX|w:CONJ+
(41:22:8:2)	laA^	NEG	STEM|POS:NEG|LEM:laA
(41:22:9:1)	>aboSa`ru	N	STEM|POS:N|LEM:baSar|ROOT:bSr|MP|NOM
(41:22:9:2)	kumo	PRON	SUFFIX|PRON:2MP
(41:22:10:1)	wa	CONJ	PREFIX|w:CONJ+
(41:22:10:2)	laA	NEG	STEM|POS:NEG|LEM:laA
(41:22:11:1)	juluwdu	N	STEM|POS:N|LEM:juluwd|ROOT:jld|MP|NOM
(41:22:11:2)	kumo	PRON	SUFFIX|PRON:2MP
(41:22:12:1)	wa	CONJ	PREFIX|w:CONJ+
(41:22:12:2)	la`kin	AMD	STEM|POS:AMD|LEM:la`kin
(41:22:13:1)	Zanan	V	STEM|POS:V|PERF|LEM:Zan~a|ROOT:Znn|2MP
(41:22:13:2)	tumo	PRON	SUFFIX|PRON:2MP
(41:22:14:1)	>an~a	ACC	STEM|POS:ACC|LEM:>an~|SP:<in~
(41:22:15:1)	{ll~aha	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC
(41:22:16:1)	laA	NEG	STEM|POS:NEG|LEM:laA
(41:22:17:1)	yaEolamu	V	STEM|POS:V|IMPF|LEM:Ealima|ROOT:Elm|3MS
(41:22:18:1)	kaviyrFA	N	STEM|POS:N|LEM:kaviyr|ROOT:kvr|MS|INDEF|ACC
(41:22:19:1)	m~i	P	STEM|POS:P|LEM:min
(41:22:19:2)	m~aA	REL	STEM|POS:REL|LEM:maA
(41:22:20:1)	taEomalu	V	STEM|POS:V|IMPF|LEM:Eamila|ROOT:Eml|2MP
(41:22:20:2)	wna	PRON	SUFFIX|PRON:2MP
(41:23:1:1)	wa	CONJ	PREFIX|w:CONJ+
(41:23:1:2)	*a`likumo	DEM	STEM|POS:DEM|LEM:*a`lik|2MP
(41:23:2:1)	Zan~u	N	STEM|POS:N|LEM:Zan~|ROOT:Znn|M|NOM
(41:23:2:2)	kumu	PRON	SUFFIX|PRON:2MP
(41:23:3:1)	{l~a*iY	REL	STEM|POS:REL|LEM:{l~a*iY|MS
(41:23:4:1)	Zanan	V	STEM|POS:V|PERF|LEM:Zan~a|ROOT:Znn|2MP
(41:23:4:2)	tum	PRON	SUFFIX|PRON:2MP
(41:23:5:1)	bi	P	PREFIX|bi+
(41:23:5:2)	rab~i	N	STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN
(41:23:5:3)	kumo	PRON	SUFFIX|PRON:2MP
(41:23:6:1)	>arodaY`	V	STEM|POS:V|PERF|(IV)|LEM:>arodaY`|ROOT:rdy|3MS
(41:23:6:2)	kumo	PRON	SUFFIX|PRON:2MP
(41:23:7:1)	fa	CONJ	PREFIX|f:CONJ+
(41:23:7:2)	>aSobaHo	V	STEM|POS:V|PERF|(IV)|LEM:>aSobaHa|ROOT:SbH|SP:kaAn|2MP
(41:23:7:3)	tum	PRON	SUFFIX|PRON:2MP
(41:23:8:1)	m~ina	P	STEM|POS:P|LEM:min
(41:23:9:1)	{lo	DET	PREFIX|Al+
(41:23:9:2)	xa`siriyna	N	STEM|POS:N|ACT|PCPL|LEM:xa`siriyn|ROOT:xsr|MP|GEN
(41:24:1:1)	fa	REM	PREFIX|f:REM+
(41:24:1:2)	<in	COND	STEM|POS:COND|LEM:<in
(41:24:2:1)	yaSobiru	V	STEM|POS:V|IMPF|LEM:Sabara|ROOT:Sbr|3MP|MOOD:JUS
(41:24:2:2)	wA@	PRON	SUFFIX|PRON:3MP
(41:24:3:1)	fa	REM	PREFIX|f:REM+
(41:24:3:2)	{l	DET	PREFIX|Al+
(41:24:3:3)	n~aAru	N	STEM|POS:N|LEM:naAr|ROOT:nwr|F|NOM
(41:24:4:1)	mavowFY	N	STEM|POS:N|LEM:mavowFY|ROOT:vwy|M|INDEF|NOM
(41:24:5:1)	l~a	P	PREFIX|l:P+
(41:24:5:2)	humo	PRON	STEM|POS:PRON|3MP
(41:24:6:1)	wa	CONJ	PREFIX|w:CONJ+
(41:24:6:2)	<in	COND	STEM|POS:COND|LEM:<in
(41:24:7:1)	yasotaEotibu	V	STEM|POS:V|IMPF|(X)|LEM:yasotaEotibu|ROOT:Etb|3MP|MOOD:JUS
(41:24:7:2)	wA@	PRON	SUFFIX|PRON:3MP
(41:24:8:1)	fa	REM	PREFIX|f:REM+
(41:24:8:2)	maA	NEG	STEM|POS:NEG|LEM:maA
(41:24:9:1)	hum	PRON	STEM|POS:PRON|3MP
(41:24:10:1)	m~ina	P	STEM|POS:P|LEM:min
(41:24:11:1)	{lo	DET	PREFIX|Al+
(41:24:11:2)	muEotabiyna	N	STEM|POS:N|PASS|PCPL|(IV)|LEM:muEotabiyn|ROOT:Etb|MP|GEN
(41:25:1:1)	wa	CONJ	PREFIX|w:CONJ+
(41:25:1:2)	qay~aDo	V	STEM|POS:V|PERF|(II)|LEM:qay~aDo|ROOT:qyD|1P
(41:25:1:3)	naA	PRON	SUFFIX|PRON:1P
(41:25:2:1)	la	P	PREFIX|l:P+
(41:25:2:2)	humo	PRON	STEM|POS:PRON|3MP
(41:25:3:1)	quranaA^'a	N	STEM|POS:N|LEM:qariyn|ROOT:qrn|MP|ACC
(41:25:4:1)	fa	REM	PREFIX|f:REM+
(41:25:4:2)	zay~anu	V	STEM|POS:V|PERF|(II)|LEM:zay~ana|ROOT:zyn|3MP
(41:25:4:3)	wA@	PRON	SUFFIX|PRON:3MP
(41:25:5:1)	la	P	PREFIX|l:P+
(41:25:5:2)	hum	PRON	STEM|POS:PRON|3MP
(41:25:6:1)	m~aA	REL	STEM|POS:REL|LEM:maA
(41:25:7:1)	bayona	LOC	STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC
(41:25:8:1)	>ayodiy	N	STEM|POS:N|LEM:yad|ROOT:ydy|FP|NOM
(41:25:8:2)	himo	PRON	SUFFIX|PRON:3MP
(41:25:9:1)	wa	CONJ	PREFIX|w:CONJ+
(41:25:9:2)	maA	REL	STEM|POS:REL|LEM:maA
(41:25:10:1)	xalofa	N	STEM|POS:N|LEM:xalof|ROOT:xlf|M|ACC
(41:25:10:2)	humo	PRON	SUFFIX|PRON:3MP
(41:25:11:1)	wa	CONJ	PREFIX|w:CONJ+
(41:25:11:2)	Haq~a	V	STEM|POS:V|PERF|LEM:Haq~a|ROOT:Hqq|3MS
(41:25:12:1)	Ealayo	P	STEM|POS:P|LEM:EalaY`
(41:25:12:2)	himu	PRON	SUFFIX|PRON:3MP
(41:25:13:1)	{lo	DET	PREFIX|Al+
(41:25:13:2)	qawolu	N	STEM|POS:N|VN|LEM:qawol|ROOT:qwl|M|NOM
(41:25:14:1)	fiY^	P	STEM|POS:P|LEM:fiY
(41:25:15:1)	>umamK	N	STEM|POS:N|LEM:>um~ap|ROOT:Amm|FP|INDEF|GEN
(41:25:16:1)	qado	CERT	STEM|POS:CERT|LEM:qad
(41:25:17:1)	xalato	V	STEM|POS:V|PERF|LEM:xalaA|ROOT:xlw|3FS
(41:25:18:1)	min	P	STEM|POS:P|LEM:min
(41:25:19:1)	qaboli	N	STEM|POS:N|LEM:qabol|ROOT:qbl|GEN
(41:25:19:2)	him	PRON	SUFFIX|PRON:3MP
(41:25:20:1)	m~ina	P	STEM|POS:P|LEM:min
(41:25:21:1)	{lo	DET	PREFIX|Al+
(41:25:21:2)	jin~i	N	STEM|POS:N|LEM:jin~|ROOT:jnn|M|GEN
(41:25:22:1)	wa	CONJ	PREFIX|w:CONJ+
(41:25:22:2)	{lo	DET	PREFIX|Al+
(41:25:22:3)	<insi	N	STEM|POS:N|LEM:<ins|ROOT:Ans|M|GEN
(41:25:23:1)	<in~a	ACC	STEM|POS:ACC|LEM:<in~|SP:<in~
(41:25:23:2)	humo	PRON	SUFFIX|PRON:3MP
(41:25:24:1)	kaAnu	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP
(41:25:24:2)	wA@	PRON	SUFFIX|PRON:3MP
(41:25:25:1)	xa`siriyna	N	STEM|POS:N|ACT|PCPL|LEM:xa`siriyn|ROOT:xsr|MP|ACC
(41:26:1:1)	wa	CONJ	PREFIX|w:CONJ+
(41:26:1:2)	qaAla	V	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
(41:26:2:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(41:26:3:1)	kafaru	V	STEM|POS:V|PERF|LEM:kafara|ROOT:kfr|3MP
(41:26:3:2)	wA@	PRON	SUFFIX|PRON:3MP
(41:26:4:1)	laA	PRO	STEM|POS:PRO|LEM:laA
(41:26:5:1)	tasomaEu	V	STEM|POS:V|IMPF|LEM:samiEa|ROOT:smE|2MP|MOOD:JUS
(41:26:5:2)	wA@	PRON	SUFFIX|PRON:2MP
(41:26:6:1)	li	P	PREFIX|l:P+
(41:26:6:2)	ha`*aA	DEM	STEM|POS:DEM|LEM:ha`*aA|MS
(41:26:7:1)	{lo	DET	PREFIX|Al+
(41:26:7:2)	quro'aAni	PN	STEM|POS:PN|LEM:quro'aAn|ROOT:qrA|M|GEN
(41:26:8:1)	wa	CONJ	PREFIX|w:CONJ+
(41:26:8:2)	{loga	V	STEM|POS:V|IMPV|LEM:{loga|ROOT:lgw|2MP
(41:26:8:3)	woA@	PRON	SUFFIX|PRON:2MP
(41:26:9:1)	fiy	P	STEM|POS:P|LEM:fiY
(41:26:9:2)	hi	PRON	SUFFIX|PRON:3MS
(41:26:10:1)	laEal~a	ACC	STEM|POS:ACC|LEM:laEal~|SP:<in~
(41:26:10:2)	kumo	PRON	SUFFIX|PRON:2MP
(41:26:11:1)	tagolibu	V	STEM|POS:V|IMPF|LEM:galabu|ROOT:glb|2MP
(41:26:11:2)	wna	PRON	SUFFIX|PRON:2MP
(41:27:1:1)	fa	REM	PREFIX|f:REM+
(41:27:1:2)	la	EMPH	PREFIX|l:EMPH+
(41:27:1:3)	nu*iyqa	V	STEM|POS:V|IMPF|(IV)|LEM:>a*aAqa|ROOT:*wq|1P
(41:27:1:4)	n~a	EMPH	SUFFIX|+n:EMPH
(41:27:2:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(41:27:3:1)	kafaru	V	STEM|POS:V|PERF|LEM:kafara|ROOT:kfr|3MP
(41:27:3:2)	wA@	PRON	SUFFIX|PRON:3MP
(41:27:4:1)	Ea*aAbFA	N	STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|INDEF|ACC
(41:27:5:1)	$adiydFA	ADJ	STEM|POS:ADJ|LEM:$adiyd|ROOT:$dd|MS|INDEF|ACC
(41:27:6:1)	wa	CONJ	PREFIX|w:CONJ+
(41:27:6:2)	la	EMPH	PREFIX|l:EMPH+
(41:27:6:3)	najoziya	V	STEM|POS:V|IMPF|LEM:jazaY`|ROOT:jzy|1P
(41:27:6:4)	n~a	EMPH	SUFFIX|+n:EMPH
(41:27:6:5)	humo	PRON	SUFFIX|PRON:3MP
(41:27:7:1)	>asowa>a	N	STEM|POS:N|LEM:>asowa>|ROOT:swA|MS|ACC
(41:27:8:1)	{l~a*iY	REL	STEM|POS:REL|LEM:{l~a*iY|MS
(41:27:9:1)	kaAnu	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP
(41:27:9:2)	wA@	PRON	SUFFIX|PRON:3MP
(41:27:10:1)	yaEomalu	V	STEM|POS:V|IMPF|LEM:Eamila|ROOT:Eml|3MP
(41:27:10:2)	wna	PRON	SUFFIX|PRON:3MP
(41:28:1:1)	*a`lika	DEM	STEM|POS:DEM|LEM:*a`lik|MS
(41:28:2:1)	jazaA^'u	N	STEM|POS:N|LEM:jazaA^'|ROOT:jzy|M|NOM
(41:28:3:1)	>aEodaA^'i	N	STEM|POS:N|LEM:Eaduw~|ROOT:Edw|MP|GEN
(41:28:4:1)	{ll~ahi	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
(41:28:5:1)	{l	DET	PREFIX|Al+
(41:28:5:2)	n~aAru	N	STEM|POS:N|LEM:naAr|ROOT:nwr|F|NOM
(41:28:6:1)	la	P	PREFIX|l:P+
(41:28:6:2)	humo	PRON	STEM|POS:PRON|3MP
(41:28:7:1)	fiy	P	STEM|POS:P|LEM:fiY
(41:28:7:2)	haA	PRON	SUFFIX|PRON:3FS
(41:28:8:1)	daAru	N	STEM|POS:N|LEM:daAr|ROOT:dwr|FS|NOM
(41:28:9:1)	{lo	DET	PREFIX|Al+
(41:28:9:2)	xulodi	N	STEM|POS:N|LEM:xulod|ROOT:xld|M|GEN
(41:28:10:1)	jazaA^'F[	N	STEM|POS:N|LEM:jazaA^'|ROOT:jzy|M|INDEF|ACC
(41:28:11:1)	bi	P	PREFIX|bi+
(41:28:11:2)	maA	REL	STEM|POS:REL|LEM:maA
(41:28:12:1)	kaAnu	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP
(41:28:12:2)	wA@	PRON	SUFFIX|PRON:3MP
(41:28:13:1)	bi	P	PREFIX|bi+
(41:28:13:2)	_#aAya`ti	N	STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|GEN
(41:28:13:3)	naA	PRON	SUFFIX|PRON:1P
(41:28:14:1)	yajoHadu	V	STEM|POS:V|IMPF|LEM:jaHadu|ROOT:jHd|3MP
(41:28:14:2)	wna	PRON	SUFFIX|PRON:3MP
(41:29:1:1)	wa	CONJ	PREFIX|w:CONJ+
(41:29:1:2)	qaAla	V	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
(41:29:2:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(41:29:3:1)	kafaru	V	STEM|POS:V|PERF|LEM:kafara|ROOT:kfr|3MP
(41:29:3:2)	wA@	PRON	SUFFIX|PRON:3MP
(41:29:4:1)	rab~a	N	STEM|POS:N|LEM:rab~|ROOT:rbb|M|ACC
(41:29:4:2)	naA^	PRON	SUFFIX|PRON:1P
(41:29:5:1)	>ari	V	STEM|POS:V|IMPV|(IV)|LEM:>arayo|ROOT:rAy|2MS
(41:29:5:2)	naA	PRON	SUFFIX|PRON:1P
(41:29:6:1)	{l~a*ayoni	REL	STEM|POS:REL|LEM:{l~a*iY|MD
(41:29:7:1)	>aDal~a	V	STEM|POS:V|PERF|(IV)|LEM:>aDal~a|ROOT:Dll|3MD
(41:29:7:2)	A	PRON	SUFFIX|PRON:3MD
(41:29:7:3)	naA	PRON	SUFFIX|PRON:1P
(41:29:8:1)	mina	P	STEM|POS:P|LEM:min
(41:29:9:1)	{lo	DET	PREFIX|Al+
(41:29:9:2)	jin~i	N	STEM|POS:N|LEM:jin~|ROOT:jnn|M|GEN
(41:29:10:1)	wa	CONJ	PREFIX|w:CONJ+
(41:29:10:2)	{lo	DET	PREFIX|Al+
(41:29:10:3)	<insi	N	STEM|POS:N|LEM:<ins|ROOT:Ans|M|GEN
(41:29:11:1)	najoEalo	V	STEM|POS:V|IMPF|LEM:jaEala|ROOT:jEl|1P|MOOD:JUS
(41:29:11:2)	humaA	PRON	SUFFIX|PRON:3D
(41:29:12:1)	taHota	N	STEM|POS:N|LEM:taHot|ROOT:tHt|ACC
(41:29:13:1)	>aqodaAmi	N	STEM|POS:N|LEM:qadam|ROOT:qdm|MP|GEN
(41:29:13:2)	naA	PRON	SUFFIX|PRON:1P
(41:29:14:1)	li	PRP	PREFIX|l:PRP+
(41:29:14:2)	yakuwna	V	STEM|POS:V|IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MD|MOOD:SUBJ
(41:29:14:3)	A	PRON	SUFFIX|PRON:3MD
(41:29:15:1)	mina	P	STEM|POS:P|LEM:min
(41:29:16:1)	{lo	DET	PREFIX|Al+
(41:29:16:2)	>asofaliyna	N	STEM|POS:N|LEM:>asofal|ROOT:sfl|MP|GEN
(41:30:1:1)	<in~a	ACC	STEM|POS:ACC|LEM:<in~|SP:<in~
(41:30:2:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(41:30:3:1)	qaAlu	V	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP
(41:30:3:2)	wA@	PRON	SUFFIX|PRON:3MP
(41:30:4:1)	rab~u	N	STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM
(41:30:4:2)	naA	PRON	SUFFIX|PRON:1P
(41:30:5:1)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(41:30:6:1)	vum~a	CONJ	STEM|POS:CONJ|LEM:vum~
(41:30:7:1)	{sotaqa`mu	V	STEM|POS:V|PERF|(X)|LEM:{sotaqa`mu|ROOT:qwm|3MP
(41:30:7:2)	wA@	PRON	SUFFIX|PRON:3MP
(41:30:8:1)	tatanaz~alu	V	STEM|POS:V|IMPF|(V)|LEM:tanaz~alato|ROOT:nzl|3FS
(41:30:9:1)	Ealayo	P	STEM|POS:P|LEM:EalaY`
(41:30:9:2)	himu	PRON	SUFFIX|PRON:3MP
(41:30:10:1)	{lo	DET	PREFIX|Al+
(41:30:10:2)	mala`^}ikapu	N	STEM|POS:N|LEM:malak|ROOT:mlk|MP|NOM
(41:30:11:1)	>a	SUB	STEM|POS:SUB|LEM:>an
(41:30:11:2)	l~aA	NEG	STEM|POS:NEG|LEM:laA
(41:30:12:1)	taxaAfu	V	STEM|POS:V|IMPF|LEM:xaAfa|ROOT:xwf|2MP|MOOD:SUBJ
(41:30:12:2)	wA@	PRON	SUFFIX|PRON:2MP
(41:30:13:1)	wa	CONJ	PREFIX|w:CONJ+
(41:30:13:2)	laA	PRO	STEM|POS:PRO|LEM:laA
(41:30:14:1)	taHozanu	V	STEM|POS:V|IMPF|LEM:yaHozun|ROOT:Hzn|2MP|MOOD:JUS
(41:30:14:2)	wA@	PRON	SUFFIX|PRON:2MP
(41:30:15:1)	wa	CONJ	PREFIX|w:CONJ+
(41:30:15:2)	>abo$iru	V	STEM|POS:V|IMPV|(IV)|LEM:>abo$iru|ROOT:b$r|2MP
(41:30:15:3)	wA@	PRON	SUFFIX|PRON:2MP
(41:30:16:1)	bi	P	PREFIX|bi+
(41:30:16:2)	{lo	DET	PREFIX|Al+
(41:30:16:3)	jan~api	PN	STEM|POS:PN|LEM:jan~ap|ROOT:jnn|F|GEN
(41:30:17:1)	{l~atiY	REL	STEM|POS:REL|LEM:{l~a*iY|FS
(41:30:18:1)	kun	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP
(41:30:18:2)	tumo	PRON	SUFFIX|PRON:2MP
(41:30:19:1)	tuwEadu	V	STEM|POS:V|IMPF|PASS|LEM:waEada|ROOT:wEd|2MP
(41:30:19:2)	wna	PRON	SUFFIX|PRON:2MP
(41:31:1:1)	naHonu	PRON	STEM|POS:PRON|1P
(41:31:2:1)	>awoliyaA^&u	N	STEM|POS:N|LEM:waliY~|ROOT:wly|MP|NOM
(41:31:2:2)	kumo	PRON	SUFFIX|PRON:2MP
(41:31:3:1)	fiY	P	STEM|POS:P|LEM:fiY
(41:31:4:1)	{lo	DET	PREFIX|Al+
(41:31:4:2)	Hayaw`pi	N	STEM|POS:N|LEM:Hayaw`p|ROOT:Hyy|F|GEN
(41:31:5:1)	{l	DET	PREFIX|Al+
(41:31:5:2)	d~unoyaA	ADJ	STEM|POS:ADJ|LEM:d~unoyaA|ROOT:dnw|FS|GEN
(41:31:6:1)	wa	CONJ	PREFIX|w:CONJ+
(41:31:6:2)	fiY	P	STEM|POS:P|LEM:fiY
(41:31:7:1)	{lo	DET	PREFIX|Al+
(41:31:7:2)	'aAxirapi	N	STEM|POS:N|LEM:A^xir|ROOT:Axr|FS|GEN
(41:31:8:1)	wa	CONJ	PREFIX|w:CONJ+
(41:31:8:2)	la	P	PREFIX|l:P+
(41:31:8:3)	kumo	PRON	STEM|POS:PRON|2MP
(41:31:9:1)	fiy	P	STEM|POS:P|LEM:fiY
(41:31:9:2)	haA	PRON	SUFFIX|PRON:3FS
(41:31:10:1)	maA	REL	STEM|POS:REL|LEM:maA
(41:31:11:1)	ta$otahiY^	V	STEM|POS:V|IMPF|(VIII)|LEM:{$otahato|ROOT:$hw|3FS
(41:31:12:1)	>anfusu	N	STEM|POS:N|LEM:nafos|ROOT:nfs|FP|NOM
(41:31:12:2)	kumo	PRON	SUFFIX|PRON:2MP
(41:31:13:1)	wa	CONJ	PREFIX|w:CONJ+
(41:31:13:2)	la	P	PREFIX|l:P+
(41:31:13:3)	kumo	PRON	STEM|POS:PRON|2MP
(41:31:14:1)	fiy	P	STEM|POS:P|LEM:fiY
(41:31:14:2)	haA	PRON	SUFFIX|PRON:3FS
(41:31:15:1)	maA	REL	STEM|POS:REL|LEM:maA
(41:31:16:1)	tad~aEu	V	STEM|POS:V|IMPF|(VIII)|LEM:yad~aEu|ROOT:dEw|2MP
(41:31:16:2)	wna	PRON	SUFFIX|PRON:2MP
(41:32:1:1)	nuzulFA	N	STEM|POS:N|LEM:nuzul|ROOT:nzl|INDEF|ACC
(41:32:2:1)	m~ino	P	STEM|POS:P|LEM:min
(41:32:3:1)	gafuwrK	N	STEM|POS:N|LEM:gafuwr|ROOT:gfr|MS|INDEF|GEN
(41:32:4:1)	r~aHiymK	ADJ	STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|INDEF|GEN
(41:33:1:1)	wa	CONJ	PREFIX|w:CONJ+
(41:33:1:2)	mano	REL	STEM|POS:REL|LEM:man
(41:33:2:1)	>aHosanu	N	STEM|POS:N|LEM:>aHosan|ROOT:Hsn|MS|NOM
(41:33:3:1)	qawolFA	N	STEM|POS:N|VN|LEM:qawol|ROOT:qwl|M|INDEF|ACC
(41:33:4:1)	m~i	P	STEM|POS:P|LEM:min
(41:33:4:2)	m~an	REL	STEM|POS:REL|LEM:man
(41:33:5:1)	daEaA^	V	STEM|POS:V|PERF|LEM:daEaA|ROOT:dEw|3MS
(41:33:6:1)	<ilaY	P	STEM|POS:P|LEM:<ilaY`
(41:33:7:1)	{ll~ahi	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
(41:33:8:1)	wa	CONJ	PREFIX|w:CONJ+
(41:33:8:2)	Eamila	V	STEM|POS:V|PERF|LEM:Eamila|ROOT:Eml|3MS
(41:33:9:1)	Sa`liHFA	N	STEM|POS:N|ACT|PCPL|LEM:Sa`liH|ROOT:SlH|M|INDEF|ACC
(41:33:10:1)	wa	CONJ	PREFIX|w:CONJ+
(41:33:10:2)	qaAla	V	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
(41:33:11:1)	<in~a	ACC	STEM|POS:ACC|LEM:<in~|SP:<in~
(41:33:11:2)	niY	PRON	SUFFIX|PRON:1S
(41:33:12:1)	mina	P	STEM|POS:P|LEM:min
(41:33:13:1)	{lo	DET	PREFIX|Al+
(41:33:13:2)	musolimiyna	PN	STEM|POS:PN|ACT|PCPL|(IV)|LEM:musolim|ROOT:slm|MP|GEN
(41:34:1:1)	wa	CONJ	PREFIX|w:CONJ+
(41:34:1:2)	laA	NEG	STEM|POS:NEG|LEM:laA
(41:34:2:1)	tasotawiY	V	STEM|POS:V|IMPF|(VIII)|LEM:{sotawaY`^|ROOT:swy|3FS
(41:34:3:1)	{lo	DET	PREFIX|Al+
(41:34:3:2)	Hasanapu	N	STEM|POS:N|LEM:Hasanap|ROOT:Hsn|F|NOM
(41:34:4:1)	wa	CONJ	PREFIX|w:CONJ+
(41:34:4:2)	laA	NEG	STEM|POS:NEG|LEM:laA
(41:34:5:1)	{l	DET	PREFIX|Al+
(41:34:5:2)	s~ay~i}apu	N	STEM|POS:N|LEM:say~i}ap|ROOT:swA|F|NOM
(41:34:6:1)	{dofaEo	V	STEM|POS:V|IMPV|LEM:dafaEo|ROOT:dfE|2MS
(41:34:7:1)	bi	P	PREFIX|bi+
(41:34:7:2)	{l~atiY	REL	STEM|POS:REL|LEM:{l~a*iY|FS
(41:34:8:1)	hiYa	PRON	STEM|POS:PRON|3FS
(41:34:9:1)	>aHosanu	N	STEM|POS:N|LEM:>aHosan|ROOT:Hsn|MS|NOM
(41:34:10:1)	fa	REM	PREFIX|f:REM+
(41:34:10:2)	<i*aA	T	STEM|POS:T|LEM:<i*aA
(41:34:11:1)	{l~a*iY	REL	STEM|POS:REL|LEM:{l~a*iY|MS
(41:34:12:1)	bayona	LOC	STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC
(41:34:12:2)	ka	PRON	SUFFIX|PRON:2MS
(41:34:13:1)	wa	CONJ	PREFIX|w:CONJ+
(41:34:13:2)	bayona	LOC	STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC
(41:34:13:3)	hu,	PRON	SUFFIX|PRON:3MS
(41:34:14:1)	Eada`wapN	N	STEM|POS:N|LEM:Eada`wap|ROOT:Edw|F|INDEF|NOM
(41:34:15:1)	ka>an~a	ACC	STEM|POS:ACC|LEM:ka>an~|SP:<in~
(41:34:15:2)	hu,	PRON	SUFFIX|PRON:3MS
(41:34:16:1)	waliY~N	N	STEM|POS:N|LEM:waliY~|ROOT:wly|M|INDEF|NOM
(41:34:17:1)	HamiymN	ADJ	STEM|POS:ADJ|LEM:Hamiym|ROOT:Hmm|MS|INDEF|NOM
(41:35:1:1)	wa	CONJ	PREFIX|w:CONJ+
(41:35:1:2)	maA	NEG	STEM|POS:NEG|LEM:maA
(41:35:2:1)	yulaq~aY`	V	STEM|POS:V|IMPF|PASS|(II)|LEM:laq~aY`|ROOT:lqy|3MS|MOOD:SUBJ
(41:35:2:2)	haA^	PRON	SUFFIX|PRON:3FS
(41:35:3:1)	<il~aA	RES	STEM|POS:RES|LEM:<il~aA
(41:35:4:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
